,carat,cut,color,clarity,depth,table,price,x,y
40443,0.4,Good,E,VS1,63.8,57,1138,4.72,4.69
40444,0.7,Premium,G,I1,61.6,56,1138,5.8,5.63
40445,0.7,Premium,G,I1,59.7,59,1138,5.76,5.57
40446,0.7,Fair,H,I1,62.1,66,1138,5.56,5.52
40447,0.4,Very Good,H,VVS1,62.3,55,1139,4.73,4.77
40448,0.51,Ideal,F,SI2,61.1,56,1139,5.18,5.21
40449,0.46,Premium,F,VS1,63,57,1139,4.93,4.79
40450,0.36,Very Good,E,VVS1,61.4,56,1140,4.6,4.62
40451,0.51,Very Good,I,VS2,63.3,56,1140,5.02,5.06
40452,0.76,Fair,H,I1,64.5,57,1140,5.79,5.76
40453,0.31,Ideal,F,VVS1,60.7,57,1140,4.41,4.39
40454,0.31,Ideal,F,VVS1,60.6,56,1140,4.44,4.41
40455,0.32,Ideal,E,VVS1,61.5,56,1140,4.43,4.45
40456,0.5,Ideal,H,SI1,62.2,57,1140,5.07,5.09
40457,0.5,Ideal,H,SI1,62.4,56,1140,5.07,5.09
40458,0.5,Ideal,H,SI1,62.1,58,1140,5.04,5.07
40459,0.5,Ideal,H,SI1,62.5,57,1140,5.06,5.08
40460,0.5,Ideal,H,SI1,62,56,1140,5.08,5.11
40461,0.53,Good,E,SI2,57.9,58,1140,5.34,5.39
40462,0.38,Ideal,D,VS1,62.5,56,1140,4.67,4.64
40463,0.32,Ideal,D,VVS1,61.8,56,1140,4.41,4.39
40464,0.32,Ideal,D,VVS1,61.5,57,1140,4.45,4.43
40465,0.32,Ideal,D,VVS1,61.8,56,1140,4.41,4.39
40466,0.32,Ideal,D,VVS1,61.3,57,1140,4.42,4.39
40467,0.32,Ideal,D,VVS1,61.9,56,1140,4.39,4.36
40468,0.38,Ideal,D,VS1,62.2,57,1140,4.66,4.63
40469,0.32,Ideal,D,VVS1,61.7,55,1140,4.44,4.41
40470,0.38,Ideal,D,VS1,62,55,1140,4.68,4.64
40471,0.38,Ideal,G,VVS1,61.6,57,1140,4.73,4.65
40472,0.38,Premium,D,VS1,61.9,60,1140,4.66,4.62
40473,0.38,Premium,D,VS1,62.4,59,1140,4.63,4.6
40474,0.64,Good,F,I1,57.3,64,1140,5.75,5.69
40475,0.38,Premium,D,VS1,61.2,58,1140,4.68,4.63
40476,0.52,Premium,I,VS1,59.6,60,1141,5.17,5.14
40477,0.52,Very Good,J,VS2,60.7,56,1141,5.19,5.23
40478,0.53,Premium,E,SI2,60.5,60,1141,5.21,5.24
40479,0.53,Good,E,SI2,63.4,56,1141,5.16,5.18
40480,0.53,Good,E,SI2,63.2,54,1141,5.16,5.19
40481,0.55,Very Good,G,SI1,60.7,56,1141,5.32,5.38
40482,0.33,Ideal,F,VVS1,61.8,55,1141,4.44,4.46
40483,0.52,Ideal,J,VS2,61.6,57,1141,5.16,5.19
40484,0.64,Good,J,SI2,64.7,54,1141,5.39,5.43
40485,0.5,Good,D,SI2,57.1,63,1141,5.23,5.27
40486,0.5,Premium,H,SI1,60.2,61,1141,5.16,5.14
40487,0.5,Fair,E,SI2,65.2,57,1141,4.96,4.91
40488,0.4,Very Good,E,VVS1,63.8,56,1142,4.68,4.72
40489,0.42,Ideal,F,VVS2,62.1,55,1142,4.79,4.81
40490,0.42,Premium,F,VVS2,59.6,59,1142,4.83,4.86
40491,0.42,Ideal,F,VVS2,61.1,57,1142,4.82,4.84
40492,0.42,Ideal,F,VVS2,60.6,57,1142,4.82,4.85
40493,0.42,Premium,F,VVS2,61.7,59,1142,4.78,4.82
40494,0.42,Ideal,F,VVS2,61.3,57,1142,4.8,4.82
40495,0.42,Premium,F,VVS2,60.3,59,1142,4.83,4.86
40496,0.42,Ideal,F,VVS2,61.6,56,1142,4.83,4.85
40497,0.42,Ideal,F,VVS2,61.7,57,1142,4.78,4.81
40498,0.42,Ideal,F,VVS2,62.2,56,1142,4.79,4.82
40499,0.53,Ideal,F,SI2,61.7,56,1142,5.23,5.24
40500,0.42,Premium,H,VVS1,62,58,1142,4.82,4.79
40501,0.37,Premium,D,VVS1,61.4,58,1142,4.65,4.63
40502,0.42,Ideal,H,VVS1,62.4,55,1142,4.8,4.79
40503,0.43,Very Good,G,VVS1,60.7,57,1143,4.87,4.89
40504,0.41,Very Good,F,VVS1,63.3,55,1143,4.7,4.74
40505,0.47,Premium,H,VS1,61.8,58,1143,4.94,4.99
40506,0.44,Ideal,G,VVS1,61.3,55,1143,4.92,4.94
40507,0.61,Ideal,J,SI1,62,55,1143,5.45,5.48
40508,0.54,Premium,J,VS2,62.6,58,1143,5.22,5.16
40509,0.56,Very Good,H,SI2,59.5,57,1144,5.4,5.43
40510,0.41,Ideal,E,VS1,61.2,56,1144,4.82,4.89
40511,0.45,Good,F,VS1,58.6,62.2,1144,5,5.05
40512,0.45,Good,F,VS1,57.6,62.5,1144,5.05,5.09
40513,0.55,Very Good,E,SI2,59.6,57,1145,5.34,5.39
40514,0.4,Good,F,VVS1,63.3,57,1145,4.68,4.7
40515,0.5,Good,F,SI1,57.9,62,1145,5.18,5.21
40516,0.4,Ideal,E,VVS2,61.6,56,1145,4.74,4.77
40517,0.44,Ideal,I,VVS1,60.9,56,1145,4.9,4.96
40518,0.48,Ideal,G,SI1,61.6,55,1145,5.06,5.1
40519,0.37,Ideal,D,VVS2,61.6,56,1145,4.65,4.61
40520,0.37,Premium,D,VVS2,61,60,1145,4.64,4.61
40521,0.52,Very Good,E,SI2,61.1,57,1146,5.2,5.24
40522,0.51,Good,D,SI2,64.2,56,1146,5.02,5.05
40523,0.51,Ideal,F,SI2,61.3,57,1146,5.16,5.19
40524,0.52,Ideal,E,SI2,61.8,57,1146,5.14,5.18
40525,0.5,Very Good,F,SI2,62.4,56,1147,5.08,5.12
40526,0.58,Very Good,J,VS2,59.5,62,1147,5.41,5.44
40527,0.5,Good,E,SI1,64,56,1147,5.03,4.9
40528,0.52,Good,G,SI1,64.3,61,1147,5.01,4.97
40529,0.54,Ideal,I,VS1,61.5,56,1147,5.24,5.26
40530,0.54,Ideal,H,SI1,62.5,56,1147,5.2,5.23
40531,0.7,Fair,I,I1,68.6,57,1147,5.46,5.34
40532,0.72,Fair,G,I1,65.1,57,1147,5.65,5.55
40533,0.5,Very Good,H,SI1,60,55,1148,5.2,5.23
40534,0.38,Premium,G,IF,62.5,60,1148,4.61,4.64
40535,0.43,Ideal,F,VVS2,61.5,55,1148,4.85,4.88
40536,0.39,Ideal,F,VVS1,61.7,57,1148,4.68,4.71
40537,0.51,Ideal,G,SI2,62.1,56,1148,5.1,5.13
40538,0.34,Ideal,F,IF,60.7,57,1148,4.53,4.5
40539,0.36,Premium,G,IF,62.5,60,1148,4.53,4.49
40540,0.36,Premium,G,IF,61,59,1148,4.6,4.55
40541,0.36,Ideal,G,IF,61.6,55,1148,4.59,4.57
40542,0.41,Premium,G,VVS1,59.7,60,1148,4.85,4.83
40543,0.35,Premium,E,IF,59,61,1148,4.64,4.62
40544,0.61,Very Good,J,SI1,60.8,58,1149,5.46,5.49
40545,0.55,Very Good,I,SI1,63.6,57,1149,5.15,5.19
40546,0.45,Good,D,VS2,63.7,61,1149,4.81,4.73
40547,0.42,Ideal,G,VVS1,61.9,56,1150,4.8,4.85
40548,0.52,Ideal,G,SI2,61.3,56,1150,5.19,5.22
40549,0.41,Good,F,VVS2,59.2,63,1150,4.82,4.87
40550,0.4,Ideal,E,VS2,61.4,57,1150,4.78,4.75
40551,0.57,Very Good,I,SI1,61.1,61,1151,5.34,5.37
40552,0.41,Ideal,D,VS1,61.3,54,1151,4.8,4.83
40553,0.41,Ideal,F,IF,62.2,54,1151,4.76,4.79
40554,0.41,Very Good,D,VS1,62.9,57,1151,4.73,4.75
40555,0.41,Ideal,G,VVS1,61.7,55,1151,4.77,4.79
40556,0.41,Ideal,D,VS1,61,57,1151,4.78,4.82
40557,0.41,Ideal,D,VS1,61.8,57,1151,4.75,4.8
40558,0.41,Ideal,G,VVS1,62,56,1151,4.78,4.8
40559,0.41,Very Good,G,VVS1,60,59,1151,4.83,4.84
40560,0.41,Very Good,G,VVS1,60.3,60,1151,4.74,4.78
40561,0.41,Very Good,D,VS1,62.8,57,1151,4.73,4.76
40562,0.41,Ideal,G,VVS1,61.8,55,1151,4.76,4.78
40563,0.41,Very Good,G,VVS1,61,61,1151,4.72,4.75
40564,0.41,Ideal,D,VS1,62.1,56,1151,4.77,4.8
40565,0.41,Ideal,G,VVS1,62.1,55,1151,4.74,4.79
40566,0.41,Premium,G,VVS1,59.9,59,1151,4.79,4.83
40567,0.52,Ideal,J,VS2,61.4,57,1151,5.17,5.21
40568,0.57,Ideal,H,SI2,61.5,55,1151,5.35,5.38
40569,0.43,Ideal,H,IF,61.9,55,1151,4.87,4.89
40570,0.52,Ideal,G,SI2,63,55,1151,5.14,5.12
40571,0.52,Very Good,G,SI2,63.1,56,1151,5.12,5.08
40572,0.4,Ideal,D,VVS2,61.4,56,1152,4.8,4.75
40573,0.4,Premium,D,VVS2,58.3,59,1152,4.9,4.88
40574,0.53,Very Good,H,SI1,61.7,60,1152,5.17,5.21
40575,0.48,Premium,E,SI1,60.4,62,1152,5.07,5.03
40576,0.52,Ideal,I,VS2,62.3,54,1152,5.17,5.2
40577,0.52,Ideal,I,VS2,61.8,54,1152,5.16,5.2
40578,0.5,Very Good,G,SI1,62.4,52,1153,5.1,5.15
40579,0.5,Very Good,G,SI1,62.3,58,1153,5.06,5.08
40580,0.54,Ideal,G,SI2,60.4,59,1153,5.24,5.29
40581,0.5,Ideal,G,SI1,62.1,57,1153,5.05,5.09
40582,0.4,Ideal,H,IF,61.9,56,1153,4.72,4.75
40583,0.41,Premium,E,VS1,60.7,58,1153,4.83,4.79
40584,0.41,Premium,E,VS1,59.8,61,1153,4.85,4.79
40585,0.41,Premium,E,VS1,60,58,1153,4.83,4.8
40586,0.41,Premium,E,VS1,60.1,58,1153,4.84,4.81
40587,0.41,Premium,E,VS1,59.9,58,1153,4.88,4.83
40588,0.41,Ideal,E,VS1,61.4,57,1153,4.82,4.79
40589,0.41,Premium,E,VS1,60.6,59,1153,4.8,4.77
40590,0.41,Premium,E,VS1,61.9,59,1153,4.8,4.77
40591,0.29,Ideal,F,SI2,60.6,59,496,4.31,4.37
40592,0.3,Fair,F,SI1,63.1,58,496,4.3,4.22
40593,0.28,Ideal,I,VVS2,62.2,55,497,4.21,4.24
40594,0.28,Ideal,G,VS2,62.2,54,497,4.21,4.24
40595,0.28,Ideal,H,VS1,62,55,497,4.21,4.24
40596,0.28,Ideal,H,VS1,61.8,57,497,4.2,4.22
40597,0.37,Ideal,J,SI1,60.5,57,497,4.63,4.66
40598,0.34,Fair,J,SI1,64.5,57,497,4.38,4.36
40599,0.3,Premium,G,SI1,62.5,61,497,4.29,4.26
40600,0.38,Ideal,F,I1,62.5,57,497,4.61,4.64
40601,0.32,Very Good,F,SI1,60.7,62,497,4.4,4.43
40602,0.23,Very Good,F,VVS2,61.7,55,498,3.99,4.05
40603,0.23,Very Good,E,VVS2,63,58,498,3.92,3.95
40604,0.23,Very Good,E,VVS2,60.7,58,498,3.96,4.01
40605,0.24,Ideal,G,VVS2,61.2,56,498,3.99,4.02
40606,0.29,Ideal,H,VS2,62.8,55,498,4.24,4.27
40607,0.23,Ideal,F,VS2,60.9,57,498,3.96,3.99
40608,0.23,Ideal,F,VS2,61.5,55,498,3.93,3.97
40609,0.23,Ideal,F,VS2,61.9,55,498,3.94,3.97
40610,0.29,Ideal,H,VS1,61.8,57,498,4.27,4.31
40611,0.31,Ideal,I,SI1,62.1,53,498,4.34,4.36
40612,0.33,Ideal,G,SI1,61.6,56,498,4.43,4.46
40613,0.27,Good,F,VVS1,61.7,61,498,4.1,4.14
40614,0.25,Good,E,VVS1,61.4,62,498,4.03,4.05
40615,0.23,Good,E,VVS1,56.3,62,498,4.1,4.11
40616,0.33,Very Good,J,VVS2,62.1,56,499,4.44,4.45
40617,0.24,Very Good,D,VVS2,60.1,57,499,4.03,4.09
40618,0.26,Very Good,F,VS2,61.4,56,499,4.09,4.12
40619,0.26,Very Good,F,VS1,61.9,57,499,4.11,4.14
40620,0.26,Very Good,F,VS1,60.4,56,499,4.14,4.16
40621,0.41,Ideal,E,VS1,62.1,55,1153,4.8,4.77
40622,0.41,Premium,E,VS1,60.8,59,1153,4.82,4.76
40623,0.41,Ideal,E,VS1,62,54,1153,4.79,4.76
40624,0.41,Ideal,E,VS1,61.7,57,1153,4.8,4.76
40625,0.41,Ideal,E,VS1,61.9,55,1153,4.8,4.76
40626,0.41,Ideal,E,VS1,60.9,57,1153,4.79,4.76
40627,0.41,Ideal,E,VS1,61.8,57,1153,4.79,4.76
40628,0.41,Premium,E,VS1,61.2,58,1153,4.78,4.76
40629,0.41,Premium,E,VS1,62.2,57,1153,4.78,4.74
40630,0.41,Ideal,E,VS1,61.7,55,1153,4.78,4.75
40631,0.41,Ideal,E,VS1,62.1,56,1153,4.78,4.75
40632,0.41,Ideal,E,VS1,62.1,55,1153,4.78,4.75
40633,0.41,Ideal,E,VS1,61.8,55,1153,4.8,4.75
40634,0.41,Ideal,E,VS1,62,55,1153,4.77,4.74
40635,0.41,Ideal,E,VS1,62.3,57,1153,4.77,4.74
40636,0.41,Premium,E,VS1,62,60,1153,4.78,4.74
40637,0.41,Premium,E,VS1,62.3,59,1153,4.76,4.74
40638,0.41,Premium,E,VS1,62,57,1153,4.77,4.74
40639,0.41,Premium,E,VS1,62.8,58,1153,4.72,4.7
40640,0.41,Premium,E,VS1,61.8,58,1153,4.75,4.73
40641,0.41,Ideal,E,VS1,62.7,57,1153,4.76,4.72
40642,0.41,Ideal,E,VS1,62.7,55,1153,4.76,4.72
40643,0.41,Premium,E,VS1,60.4,58,1153,4.82,4.78
40644,0.42,Very Good,F,VVS1,63,59,1154,4.75,4.81
40645,0.45,Very Good,G,VS1,60,57.1,1154,4.99,5.03
40646,0.4,Very Good,G,IF,61,59,1154,4.75,4.79
40647,0.54,Ideal,F,SI2,61.1,56,1154,5.22,5.26
40648,0.5,Very Good,E,SI2,62.4,57,1154,5.03,5.07
40649,0.54,Premium,F,SI2,59.6,60,1154,5.25,5.28
40650,0.5,Ideal,E,SI2,62.5,57,1154,5.04,5.07
40651,0.5,Very Good,E,SI2,61.3,56,1154,5.08,5.13
40652,0.54,Ideal,H,SI1,62.2,56,1154,5.19,5.26
40653,0.54,Premium,H,SI1,61,58,1154,5.23,5.27
40654,0.54,Ideal,H,SI1,61,56,1154,5.24,5.28
40655,0.5,Ideal,E,SI2,61.4,57,1154,5.09,5.14
40656,0.5,Very Good,E,SI2,61.4,58,1154,5.09,5.11
40657,0.5,Very Good,E,SI2,61.7,58,1154,5.06,5.12
40658,0.54,Good,H,SI1,63.3,57,1154,5.15,5.22
40659,0.5,Premium,E,SI2,59.5,59,1154,5.16,5.19
40660,0.38,Ideal,E,VVS1,61.5,56,1154,4.67,4.7
40661,0.38,Ideal,E,VVS1,62.3,56,1154,4.64,4.67
40662,0.41,Ideal,E,VS1,60.8,56,1154,4.84,4.8
40663,0.5,Ideal,H,SI1,62.2,53,1154,5.06,5.14
40664,0.51,Ideal,H,SI1,59.8,57,1154,5.22,5.25
40665,0.39,Ideal,G,IF,61.7,55,1154,4.68,4.72
40666,0.45,Good,G,VS1,58.1,61.2,1154,5.02,5.07
40667,0.31,Ideal,F,IF,60.2,57,1155,4.38,4.44
40668,0.44,Ideal,G,VVS2,61.8,56,1155,4.94,4.9
40669,0.44,Premium,G,VVS2,60.9,57,1155,4.93,4.89
40670,0.44,Premium,G,VVS2,61.3,60,1155,4.94,4.88
40671,0.44,Premium,F,VS1,61.9,59,1155,4.88,4.84
40672,0.44,Premium,F,VS1,61.2,61,1155,4.88,4.83
40673,0.44,Ideal,E,VS1,61.5,56,1155,4.92,4.9
40674,0.5,Fair,H,VS1,66.5,60,1155,4.93,4.85
40675,0.5,Premium,E,SI1,61.4,58,1155,5.17,5.09
40676,0.5,Premium,E,SI1,62.3,60,1155,5.16,5.08
40677,0.5,Good,E,SI1,64,56,1155,5.03,4.97
40678,0.5,Good,E,SI1,64.2,59,1155,5.03,4.97
40679,0.4,Premium,G,VVS1,60.3,58,1155,4.83,4.79
40680,0.5,Premium,E,SI1,62.4,58,1155,5.06,5.01
40681,0.44,Ideal,D,VS2,60.4,56,1155,4.95,4.91
40682,0.5,Good,E,SI1,64,57,1155,5.04,4.99
40683,0.5,Very Good,E,SI1,63.4,58,1155,5.09,5.01
40684,0.5,Premium,E,SI1,61.4,59,1155,5.09,5.01
40685,0.5,Good,E,SI1,63.7,59,1155,5.07,5.01
40686,0.53,Good,E,SI1,63.6,56,1156,5.19,5.1
40687,0.46,Premium,E,VS2,61.3,57,1156,5.02,4.99
40688,0.5,Fair,F,SI2,61.1,67,1156,5.07,5.04
40689,0.5,Premium,H,SI1,59,59,1156,5.22,5.18
40690,0.58,Fair,D,SI2,65.1,58,1156,5.25,5.22
40691,0.38,Very Good,E,VVS2,59.7,63,1157,4.71,4.73
40692,0.5,Good,D,SI2,63.4,59,1157,5,5.03
40693,0.5,Good,D,SI2,63.2,56,1157,5.01,5.05
40694,0.41,Ideal,F,VVS1,62.3,56,1157,4.77,4.79
40695,0.46,Good,F,VS1,56.5,61,1157,5.11,5.05
40696,0.4,Ideal,E,VVS2,61.5,56,1158,4.74,4.79
40697,0.4,Ideal,E,VVS2,61.8,56,1158,4.74,4.77
40698,0.4,Ideal,E,VVS2,62.2,56,1158,4.71,4.78
40699,0.4,Ideal,E,VVS2,61.7,56,1158,4.73,4.77
40700,0.4,Ideal,E,VVS2,61.7,55,1158,4.74,4.76
40701,0.4,Ideal,E,VVS2,62.1,55,1158,4.74,4.76
40702,0.44,Very Good,E,VS1,60.7,58,1158,4.88,4.91
40703,0.4,Ideal,H,IF,62.7,57,1158,4.68,4.7
40704,0.4,Ideal,E,VVS2,62.1,56,1158,4.7,4.73
40705,0.4,Ideal,E,VVS2,61.8,55,1158,4.74,4.78
40706,0.58,Ideal,I,SI2,61.3,56,1158,5.38,5.45
40707,0.52,Ideal,D,SI2,61,56,1158,5.17,5.22
40708,0.7,Fair,F,I1,65.9,57,1158,5.64,5.5
40709,0.73,Fair,F,I1,66.9,54,1158,5.62,5.54
40710,0.43,Premium,D,VVS2,59.5,59,1159,4.95,4.97
40711,0.38,Good,D,VVS1,61.3,61,1159,4.68,4.72
40712,0.62,Premium,H,SI2,61,62,1159,5.47,5.42
40713,0.53,Premium,H,SI1,61.2,60,1159,5.22,5.1
40714,0.41,Very Good,D,VVS2,62.5,54,1160,4.79,4.81
40715,0.41,Very Good,E,VS1,63.4,55,1160,4.7,4.73
40716,0.59,Very Good,H,SI2,60.3,56,1160,5.43,5.48
40717,0.53,Very Good,E,SI2,58.3,62,1160,5.3,5.36
40718,0.51,Fair,G,SI1,64.5,56,1160,5.06,5.01
40719,0.44,Ideal,G,VVS1,62,54,1160,4.89,4.91
40720,0.38,Ideal,F,VVS1,61.1,57,1160,4.71,4.69
40721,0.38,Ideal,F,VVS1,60.9,57,1160,4.73,4.69
40722,0.38,Ideal,E,VVS1,62.4,54,1160,4.64,4.66
40723,0.5,Ideal,H,SI1,59.2,62,1160,5.17,5.2
40724,0.41,Very Good,F,VVS1,62.3,54,1161,4.75,4.79
40725,0.53,Very Good,G,SI1,63.4,54,1161,5.09,5.13
40726,0.52,Very Good,H,SI1,62.6,59,1161,5.06,5.13
40727,0.52,Very Good,G,SI1,60.6,61,1161,5.17,5.19
40728,0.62,Ideal,I,SI2,62.5,55,1161,5.45,5.49
40729,0.51,Ideal,H,SI1,62.1,54,1161,5.13,5.15
40730,0.51,Ideal,H,SI1,61.3,57,1161,5.1,5.14
40731,0.35,Very Good,D,VVS2,60,56,1162,4.61,4.63
40732,0.37,Ideal,E,VVS2,61.6,55,1162,4.62,4.63
40733,0.35,Ideal,D,VVS2,60.8,56,1162,4.58,4.6
40734,0.54,Ideal,F,SI2,61.2,56,1162,5.27,5.28
40735,0.46,Very Good,I,VVS1,62.9,57,1163,4.91,4.95
40736,0.34,Ideal,E,IF,62,56,1163,4.47,4.5
40737,0.34,Ideal,E,IF,62,56,1163,4.49,4.51
40738,0.34,Ideal,E,IF,61.7,56,1163,4.46,4.48
40739,0.54,Ideal,E,SI2,62.1,56,1163,5.18,5.22
40740,0.54,Good,E,SI2,63.4,56,1163,5.14,5.18
40741,0.54,Good,E,SI2,63.8,54,1163,5.17,5.18
40742,0.54,Very Good,E,SI2,61.9,58,1163,5.19,5.24
40743,0.36,Ideal,G,VVS1,61.7,55,1163,4.58,4.6
40744,0.53,Ideal,I,VS2,62.2,56,1163,5.15,5.2
40745,0.51,Ideal,H,VS2,61.6,55,1163,5.13,5.16
40746,0.41,Ideal,H,VS2,60.7,55,1163,4.83,4.86
40747,0.41,Ideal,H,VS2,61.7,56,1163,4.77,4.79
40748,0.47,Ideal,G,SI1,60.8,56,1163,5,5.03
40749,0.36,Ideal,H,IF,61.3,57,1163,4.59,4.61
40750,0.4,Ideal,F,VVS2,61.7,55,1163,4.76,4.74
40751,0.4,Ideal,F,VVS2,61.7,56,1163,4.74,4.72
40752,0.4,Ideal,F,VVS2,62.4,56,1163,4.74,4.72
40753,0.4,Premium,F,VVS2,60.8,59,1163,4.76,4.72
40754,0.4,Premium,F,VVS2,60.8,59,1163,4.73,4.71
40755,0.4,Premium,F,VVS2,62.2,59,1163,4.7,4.65
40756,0.4,Ideal,F,VVS2,62.8,57,1163,4.73,4.66
40757,0.4,Ideal,F,VVS2,62.4,57,1163,4.73,4.69
40758,0.4,Ideal,F,VVS2,62.8,56,1163,4.73,4.69
40759,0.4,Premium,F,VVS2,60.7,58,1163,4.75,4.7
40760,0.51,Premium,H,SI1,60,61,1163,5.2,5.17
40761,0.4,Very Good,E,VVS1,63.4,57,1164,4.64,4.66
40762,0.42,Good,F,VVS1,61.2,64,1164,4.75,4.8
40763,0.46,Very Good,I,VVS1,63.5,57,1164,4.91,4.85
40764,0.55,Ideal,J,VS2,62.6,57,1165,5.21,5.17
40765,0.41,Very Good,H,VVS1,62,56,1166,4.77,4.81
40766,0.62,Premium,J,VS2,61.2,59,1166,5.42,5.52
40767,0.37,Fair,F,IF,52.3,61,1166,4.96,4.91
40768,0.4,Ideal,E,VVS2,62.4,59,1166,4.7,4.73
40769,0.5,Ideal,J,VS2,62,56,1166,5.08,5.12
40770,0.53,Ideal,G,SI1,62.1,53,1166,5.22,5.27
40771,0.41,Good,E,VS1,63.9,53,1166,4.75,4.7
40772,0.46,Fair,D,VS1,67.3,61,1166,4.81,4.71
40773,0.72,Good,F,I1,63.6,58,1166,5.72,5.62
40774,0.39,Premium,D,VVS1,63,60,1167,4.63,4.61
40775,0.42,Very Good,E,VVS2,62.1,56,1167,4.79,4.82
40776,0.42,Very Good,E,VVS2,59.8,56,1167,4.9,4.92
40777,0.53,Very Good,E,SI2,63.1,58,1167,5.15,5.18
40778,0.5,Very Good,D,SI2,61.9,56,1167,5.09,5.14
40779,0.35,Premium,D,VVS1,60.8,58,1167,4.53,4.55
40780,0.35,Ideal,D,VVS1,61.5,57,1167,4.52,4.55
40781,0.31,Premium,D,IF,60.2,59,1167,4.39,4.42
40782,0.43,Good,F,VS1,61.4,61.1,1167,4.85,4.87
40783,0.4,Very Good,D,VVS2,62.6,55,1168,4.7,4.72
40784,0.61,Good,E,I1,63.4,57.1,1168,5.37,5.43
40785,0.4,Ideal,F,VVS1,61.4,56,1168,4.77,4.81
40786,0.4,Ideal,F,VVS1,61.8,58,1168,4.72,4.76
40787,0.4,Ideal,F,VVS1,62.3,54,1168,4.75,4.78
40788,0.4,Ideal,F,VVS1,61.9,55,1168,4.75,4.78
40789,0.4,Ideal,F,VVS1,61.7,55,1168,4.77,4.79
40790,0.31,Ideal,F,IF,61.4,56,1168,4.37,4.42
40791,0.31,Ideal,F,IF,61,56,1168,4.38,4.41
40792,0.31,Ideal,F,IF,61.2,57,1168,4.35,4.38
40793,0.31,Ideal,F,IF,61.4,56,1168,4.4,4.43
40794,0.46,Good,F,VS1,59.9,61.9,1168,5.02,5.06
40795,0.46,Good,F,VS1,61.6,62.2,1168,4.84,5
40796,0.41,Very Good,F,VVS1,63.7,54,1169,4.71,4.74
40797,0.5,Good,D,SI1,63.5,57,1169,5.05,5.09
40798,0.43,Ideal,F,VVS2,62.2,55,1169,4.83,4.85
40799,0.43,Premium,F,VVS2,61.6,60,1169,4.82,4.86
40800,0.43,Ideal,F,VVS2,61.9,56,1169,4.82,4.87
40801,0.43,Ideal,F,VVS2,61.9,56,1169,4.82,4.84
40802,0.43,Ideal,F,VVS2,61.8,57,1169,4.83,4.85
40803,0.51,Ideal,F,SI2,60.5,55,1169,5.17,5.21
40804,0.41,Good,E,VVS1,60.4,61,1169,4.76,4.81
40805,0.43,Ideal,H,VVS1,62.3,54,1169,4.85,4.84
40806,0.63,Premium,E,SI2,58.9,59,1169,5.64,5.6
40807,0.6,Premium,H,SI1,62.4,58,1170,5.4,5.34
40808,0.5,Very Good,G,SI1,62.8,55,1170,5.03,5.07
40809,0.51,Very Good,H,SI1,62,57,1170,5.11,5.19
40810,0.51,Good,E,SI1,63.6,59,1170,5.13,5.06
40811,0.52,Ideal,G,SI2,61.5,56,1170,5.15,5.19
40812,0.54,Ideal,I,SI1,60,59,1170,5.29,5.31
40813,0.54,Ideal,I,SI1,62.4,55,1170,5.19,5.23
40814,0.52,Good,F,SI2,61.5,60.5,1170,5.11,5.16
40815,0.39,Ideal,D,VS1,61.9,57,1170,4.71,4.69
40816,0.32,Ideal,E,IF,62.6,55,1170,4.41,4.38
40817,0.38,Ideal,D,VS1,62.4,56,1170,4.68,4.64
40818,0.32,Ideal,E,IF,61.9,56,1170,4.42,4.4
40819,0.32,Premium,E,IF,61.6,58,1170,4.39,4.38
40820,0.39,Ideal,D,VS1,62,57,1170,4.71,4.67
40821,0.51,Ideal,E,SI2,63,56,1170,5.14,5.12
40822,0.39,Premium,G,VVS1,59.9,59,1170,4.75,4.73
40823,0.39,Ideal,G,VVS1,62.3,57,1170,4.7,4.64
40824,0.39,Premium,G,VVS1,60.4,59,1170,4.75,4.72
40825,0.39,Ideal,D,VS1,60.3,56,1170,4.77,4.71
40826,0.52,Very Good,G,SI1,63.5,58,1170,5.14,5.1
40827,0.48,Premium,F,SI1,61.1,61,1170,5.05,5
40828,0.5,Very Good,G,SI1,60.8,63,1171,5.08,5.11
40829,0.57,Very Good,G,SI2,60.5,56,1171,5.41,5.44
40830,0.32,Very Good,D,IF,62,56,1171,4.39,4.43
40831,0.53,Ideal,G,SI2,61.6,55,1171,5.2,5.25
40832,0.46,Very Good,G,VS2,61.3,56,1172,4.98,5
40833,0.4,Ideal,G,VVS2,61.5,57,1172,4.74,4.76
40834,0.55,Very Good,J,VS2,61.7,54,1172,5.29,5.34
40835,0.56,Good,E,SI2,63.5,57,1172,5.21,5.24
40836,0.51,Good,G,SI1,63.7,55,1172,5.07,5.1
40837,0.4,Ideal,D,VS2,61.7,56,1172,4.72,4.74
40838,0.41,Good,F,VVS2,58.6,60,1172,4.83,4.87
40839,0.5,Premium,H,SI1,62.9,58,1172,5.04,5.01
40840,0.5,Premium,F,SI2,61.4,61,1172,5.14,5.09
40841,0.52,Very Good,E,SI2,62.7,56,1173,5.07,5.1
40842,0.57,Very Good,I,SI1,61.8,57,1173,5.31,5.34
40843,0.4,Very Good,G,IF,62.3,59,1173,4.67,4.7
40844,0.4,Very Good,G,IF,61.8,58,1173,4.69,4.73
40845,0.58,Very Good,F,SI2,63,56,1173,5.34,5.26
40846,0.46,Premium,E,VS2,61.5,60,1173,4.95,4.91
40847,0.46,Premium,E,VS2,58.5,61,1173,5.1,5.05
